Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
2079,3.152e-05,6.855e+03,0.7792,0.6271, 48.80, 37.68, 3.121, 2.165,0.00298,0.002413,1.408e+03,0.9130,0.7141, 49.21, 37.99, 1.933, 1.477,0.003685,0.003019
2080,3.151e-05,6.869e+03,0.7898,0.6286, 48.65, 37.56, 2.966, 2.043,0.00343,0.002812,1.417e+03,0.9454,0.7280, 49.45, 38.28, 3.912, 2.744,0.003336,0.002875
2081,3.149e-05,6.930e+03,0.7662,0.6169, 48.62, 37.53, 3.111, 2.159,0.00382,0.003224,1.413e+03,0.8783,0.7196, 48.99, 37.91, 3.876, 2.717,0.004025,0.003546
2082,3.148e-05,6.935e+03,0.7788,0.6197, 48.57, 37.49, 3.132, 2.153,0.00402,0.003462,1.416e+03,1.0366,0.7952, 49.34, 38.10, 1.988, 1.513,0.003692,0.003047
2083,3.146e-05,6.900e+03,0.8113,0.6464, 48.62, 37.52, 2.953, 2.033,0.00378,0.003235,1.421e+03,0.9742,0.7537, 48.92, 37.76, 1.818, 1.400,0.004518,0.003970
2084,3.145e-05,6.899e+03,0.7830,0.6295, 48.56, 37.47, 3.017, 2.076,0.00385,0.003300,1.409e+03,0.8842,0.7407, 49.50, 38.33, 4.072, 2.844,0.002889,0.002393
2085,3.143e-05,6.890e+03,0.8064,0.6459, 48.59, 37.48, 3.166, 2.165,0.00367,0.003041,1.433e+03,0.9480,0.7323, 49.05, 37.95, 3.959, 2.769,0.004458,0.003934
2086,3.141e-05,6.912e+03,0.7690,0.6150, 48.56, 37.46, 3.207, 2.184,0.00379,0.003065,1.405e+03,0.9512,0.7375, 49.42, 38.18, 2.119, 1.590,0.003149,0.002607
2087,3.140e-05,6.906e+03,0.7763,0.6208, 48.55, 37.48, 2.779, 1.979,0.00394,0.003123,1.477e+03,0.8940,0.7117, 48.92, 37.76, 1.826, 1.406,0.005820,0.004903
2088,3.138e-05,7.012e+03,0.7774,0.6166, 48.35, 37.32, 2.814, 1.963,0.00479,0.003899,1.442e+03,1.0068,0.7739, 49.38, 38.23, 4.087, 2.852,0.004199,0.003689
2089,3.137e-05,7.071e+03,0.7668,0.6129, 48.39, 37.32, 3.092, 2.133,0.00500,0.004186,1.459e+03,0.8799,0.7109, 48.73, 37.69, 3.614, 2.549,0.005538,0.004871
2090,3.135e-05,7.102e+03,0.7958,0.6421, 48.26, 37.21, 2.941, 2.046,0.00529,0.004601,1.471e+03,1.0586,0.8115, 49.13, 37.92, 1.858, 1.433,0.005431,0.004740
2091,3.134e-05,7.119e+03,0.7944,0.6416, 48.33, 37.26, 2.627, 1.879,0.00536,0.004677,1.482e+03,0.9280,0.8032, 48.47, 37.40, 1.712, 1.324,0.006375,0.005801
2092,3.132e-05,7.168e+03,0.8302,0.6612, 48.18, 37.17, 2.731, 1.911,0.00558,0.004958,1.427e+03,1.0011,0.7726, 49.01, 37.91, 3.780, 2.657,0.004378,0.003697
2093,3.131e-05,7.165e+03,0.8066,0.6490, 48.18, 37.17, 2.902, 2.009,0.00571,0.005129,1.489e+03,0.9197,0.7161, 48.30, 37.32, 3.196, 2.278,0.006595,0.006190
2094,3.129e-05,7.208e+03,0.7929,0.6320, 48.02, 37.02, 2.872, 2.025,0.00593,0.005394,1.420e+03,0.9447,0.7320, 48.91, 37.74, 1.833, 1.407,0.004524,0.003940
2095,3.128e-05,7.179e+03,0.7838,0.6283, 48.04, 37.05, 2.643, 1.851,0.00594,0.005387,1.538e+03,0.9050,0.7060, 48.11, 37.09, 1.666, 1.282,0.007659,0.007233
2096,3.126e-05,7.273e+03,0.7917,0.6366, 47.88, 36.91, 2.403, 1.730,0.00635,0.005840,1.433e+03,0.8865,0.7063, 48.81, 37.76, 3.878, 2.720,0.004825,0.004340
2097,3.125e-05,7.247e+03,0.7641,0.6115, 47.80, 36.84, 2.741, 1.938,0.00642,0.005887,1.553e+03,1.0988,0.8527, 47.79, 36.86, 2.252, 1.663,0.008127,0.007773
2098,3.123e-05,7.337e+03,0.8128,0.6501, 47.42, 36.52, 2.263, 1.640,0.00719,0.006756,1.661e+03,0.8747,0.7141, 47.88, 36.93, 1.737, 1.321,0.009535,0.009199
2099,3.122e-05,7.724e+03,0.8801,0.7058, 47.24, 36.36, 1.983, 1.490,0.00844,0.008051,1.524e+03,0.8905,0.7520, 47.72, 36.80, 2.036, 1.516,0.007748,0.007366
2100,3.120e-05,7.512e+03,0.8100,0.6513, 47.18, 36.30, 2.103, 1.573,0.00799,0.007588,1.612e+03,1.1771,0.9301, 47.81, 36.88, 2.492, 1.816,0.008921,0.008614
2101,3.119e-05,7.594e+03,0.8454,0.6695, 47.25, 36.37, 2.204, 1.633,0.00798,0.007535,1.524e+03,0.8830,0.7061, 47.79, 36.87, 2.423, 1.771,0.007676,0.007187
2102,3.117e-05,7.430e+03,0.7950,0.6373, 47.19, 36.33, 2.093, 1.574,0.00764,0.007202,1.564e+03,0.8859,0.7159, 47.78, 36.83, 1.900, 1.430,0.008310,0.007869
2103,3.116e-05,7.462e+03,0.7740,0.6172, 47.20, 36.33, 2.084, 1.566,0.00762,0.007174,1.543e+03,0.9409,0.7285, 47.70, 36.78, 1.969, 1.473,0.008050,0.007667
2104,3.114e-05,7.408e+03,0.7609,0.6090, 47.18, 36.32, 2.009, 1.516,0.00757,0.007164,1.460e+03,0.9299,0.7153, 47.74, 36.83, 2.187, 1.617,0.006676,0.006224
2105,3.113e-05,7.347e+03,0.7580,0.6076, 47.17, 36.29, 2.060, 1.554,0.00732,0.006864,1.439e+03,0.9205,0.7152, 47.69, 36.77, 2.250, 1.655,0.006340,0.005906
2106,3.111e-05,7.280e+03,0.7718,0.6157, 47.09, 36.23, 2.143, 1.596,0.00725,0.006848,1.522e+03,0.9209,0.7194, 47.69, 36.77, 1.975, 1.479,0.007750,0.007385
2107,3.110e-05,7.300e+03,0.7995,0.6522, 47.19, 36.32, 2.027, 1.520,0.00720,0.006806,1.444e+03,0.8971,0.7611, 47.72, 36.80, 1.987, 1.483,0.006415,0.005900
2108,3.108e-05,7.230e+03,0.7978,0.6385, 47.15, 36.30, 2.122, 1.586,0.00699,0.006549,1.489e+03,0.9358,0.7218, 47.70, 36.79, 2.091, 1.549,0.007208,0.006830
2109,3.106e-05,7.242e+03,0.7789,0.6166, 47.13, 36.27, 2.021, 1.534,0.00709,0.006647,1.387e+03,0.9640,0.7446, 47.72, 36.82, 2.354, 1.736,0.005236,0.004649
2110,3.105e-05,7.133e+03,0.7633,0.6085, 47.16, 36.28, 2.072, 1.553,0.00670,0.006045,1.554e+03,0.8871,0.7189, 47.70, 36.79, 1.933, 1.448,0.008212,0.007708
2111,3.103e-05,7.280e+03,0.7882,0.6307, 47.10, 36.27, 2.046, 1.541,0.00724,0.006738,1.434e+03,0.9003,0.7056, 47.68, 36.77, 2.031, 1.514,0.006258,0.005803
2112,3.102e-05,7.120e+03,0.7689,0.6169, 47.10, 36.26, 2.106, 1.580,0.00668,0.006205,1.481e+03,0.8895,0.7035, 47.70, 36.78, 2.170, 1.612,0.007079,0.006599
2113,3.100e-05,7.184e+03,0.7617,0.6068, 47.14, 36.26, 2.077, 1.563,0.00687,0.006463,1.400e+03,0.9224,0.7136, 47.70, 36.80, 1.956, 1.458,0.005572,0.004912
2114,3.099e-05,7.091e+03,0.7684,0.6186, 47.12, 36.26, 2.021, 1.525,0.00653,0.005933,1.522e+03,0.9646,0.8389, 47.68, 36.78, 2.276, 1.671,0.007734,0.007060
2115,3.097e-05,7.147e+03,0.8598,0.6905, 47.10, 36.26, 2.166, 1.620,0.00671,0.006081,1.499e+03,1.0191,0.7845, 47.69, 36.77, 1.940, 1.460,0.007381,0.007026
2116,3.096e-05,7.054e+03,0.7950,0.6389, 47.15, 36.28, 1.968, 1.503,0.00633,0.005805,1.436e+03,0.8781,0.7197, 47.70, 36.79, 2.179, 1.604,0.006284,0.005855
2117,3.094e-05,7.079e+03,0.7965,0.6489, 47.12, 36.26, 2.019, 1.515,0.00631,0.005832,1.514e+03,0.8755,0.7040, 47.67, 36.78, 2.297, 1.688,0.007624,0.007193
2118,3.093e-05,6.927e+03,0.7592,0.6081, 47.24, 36.36, 2.225, 1.655,0.00578,0.005024,1.479e+03,0.9021,0.7140, 47.83, 36.88, 1.965, 1.474,0.006923,0.005995
2119,3.091e-05,7.027e+03,0.8331,0.6771, 47.17, 36.30, 2.165, 1.594,0.00610,0.005044,1.408e+03,1.0441,0.8062, 47.83, 36.90, 2.142, 1.579,0.005581,0.004919
2120,3.090e-05,7.467e+03,0.8791,0.7086, 47.15, 36.29, 2.052, 1.542,0.00769,0.006412,1.518e+03,0.8874,0.7383, 48.07, 37.10, 2.689, 1.940,0.007342,0.006554
2121,3.088e-05,7.229e+03,0.9023,0.7383, 47.30, 36.43, 2.179, 1.616,0.00690,0.005907,1.334e+03,1.4481,1.1852, 47.98, 37.01, 1.881, 1.405,0.003421,0.002830
2122,3.087e-05,8.011e+03,1.9360,1.6541, 48.55, 37.40, 2.155, 1.586,0.00767,0.005679,1.491e+03,1.7371,1.5149, 50.98, 39.61, 4.909, 3.405,0.002610,0.002003
2123,3.085e-05,7.945e+03,2.0823,1.8042, 50.25, 38.87, 3.239, 2.187,0.00667,0.005061,1.921e+03,1.4962,1.2315, 52.02, 40.23, 3.148, 2.281,0.009834,0.008891
2124,3.084e-05,7.759e+03,0.9621,0.7826, 48.87, 37.69, 2.396, 1.751,0.00759,0.006078,1.640e+03,1.3390,1.0821, 51.87, 40.48, 6.392, 4.286,0.005305,0.004811
2125,3.082e-05,7.640e+03,1.7224,1.4602, 50.75, 39.32, 4.388, 2.715,0.00451,0.003818,1.518e+03,1.5845,1.3695, 50.96, 39.32, 2.261, 1.683,0.004023,0.003402
2126,3.081e-05,7.217e+03,1.0970,0.8729, 49.99, 38.64, 3.765, 2.371,0.00330,0.002686,1.353e+03,0.8990,0.7705, 48.55, 37.51, 1.954, 1.494,0.002979,0.002370
2127,3.079e-05,6.856e+03,0.9324,0.7403, 48.95, 37.85, 3.525, 2.297,0.00254,0.002007,1.390e+03,0.9935,0.7672, 49.22, 37.95, 1.727, 1.342,0.003015,0.002414
2128,3.078e-05,6.871e+03,1.0225,0.8309, 49.03, 37.85, 2.897, 2.047,0.00266,0.002110,1.376e+03,1.1369,0.8884, 48.99, 38.00, 4.304, 2.993,0.002633,0.002063
2129,3.076e-05,6.784e+03,0.8368,0.6773, 48.75, 37.69, 3.447, 2.425,0.00250,0.001989,1.352e+03,0.8727,0.7124, 48.61, 37.57, 3.497, 2.472,0.002613,0.002053
2130,3.074e-05,6.740e+03,0.9123,0.7239, 48.73, 37.58, 3.174, 2.185,0.00229,0.001823,1.402e+03,0.9460,0.8229, 49.66, 38.43, 2.611, 1.925,0.002393,0.001946
2131,3.073e-05,6.782e+03,0.9285,0.7513, 48.79, 37.71, 3.299, 2.295,0.00227,0.001819,1.372e+03,1.3673,1.1002, 49.18, 37.94, 1.928, 1.484,0.002298,0.001860
2132,3.071e-05,6.713e+03,0.8718,0.6949, 48.62, 37.52, 2.968, 2.060,0.00224,0.001776,1.405e+03,0.8734,0.7135, 49.59, 38.46, 4.604, 3.177,0.002350,0.001862
2133,3.070e-05,6.738e+03,0.7731,0.6259, 48.69, 37.61, 3.511, 2.374,0.00215,0.001701,1.386e+03,0.8943,0.7041, 49.34, 38.19, 4.059, 2.832,0.002247,0.001801
2134,3.068e-05,6.730e+03,0.7768,0.6295, 48.63, 37.54, 3.456, 2.314,0.00221,0.001754,1.361e+03,0.8844,0.7086, 48.99, 37.82, 2.033, 1.541,0.002285,0.001817
2135,3.067e-05,6.712e+03,0.7766,0.6176, 48.63, 37.56, 3.142, 2.137,0.00227,0.001789,1.345e+03,1.0713,0.8270, 48.71, 37.58, 1.851, 1.427,0.002265,0.001823
2136,3.065e-05,6.689e+03,0.8011,0.6473, 48.55, 37.47, 3.142, 2.105,0.00218,0.001740,1.400e+03,0.9143,0.7110, 49.55, 38.41, 4.488, 3.106,0.002230,0.001797
2137,3.064e-05,6.707e+03,0.8071,0.6525, 48.61, 37.54, 3.455, 2.340,0.00212,0.001675,1.377e+03,0.8699,0.7168, 49.18, 38.08, 4.151, 2.892,0.002184,0.001755
2138,3.062e-05,6.688e+03,0.7781,0.6251, 48.55, 37.47, 3.362, 2.303,0.00221,0.001746,1.369e+03,1.0807,0.8303, 49.16, 37.95, 2.105, 1.588,0.002207,0.001803
2139,3.061e-05,6.704e+03,0.7824,0.6234, 48.56, 37.47, 3.246, 2.212,0.00224,0.001788,1.353e+03,0.9002,0.7054, 48.87, 37.72, 1.918, 1.471,0.002181,0.001787
2140,3.059e-05,6.678e+03,0.7839,0.6245, 48.51, 37.46, 3.152, 2.157,0.00218,0.001740,1.403e+03,0.9036,0.7036, 49.53, 38.38, 4.340, 3.007,0.002486,0.002004
2141,3.058e-05,6.727e+03,0.7702,0.6209, 48.59, 37.52, 3.409, 2.329,0.00231,0.001842,1.380e+03,0.8797,0.7063, 49.06, 38.00, 4.213, 2.927,0.002630,0.002097
2142,3.056e-05,6.707e+03,0.7697,0.6138, 48.53, 37.48, 3.316, 2.276,0.00230,0.001836,1.364e+03,0.9647,0.7455, 49.03, 37.86, 2.096, 1.579,0.002319,0.001832
2143,3.055e-05,6.690e+03,0.7700,0.6235, 48.55, 37.52, 3.176, 2.165,0.00215,0.001723,1.351e+03,0.9230,0.7221, 48.82, 37.67, 1.904, 1.471,0.002245,0.001778
2144,3.053e-05,6.658e+03,0.7613,0.6110, 48.50, 37.45, 3.106, 2.116,0.00218,0.001739,1.389e+03,0.8872,0.7018, 49.35, 38.24, 4.391, 3.043,0.002250,0.001801
2145,3.051e-05,6.698e+03,0.7697,0.6177, 48.55, 37.48, 3.373, 2.305,0.00214,0.001720,1.365e+03,0.9259,0.7177, 48.93, 37.87, 3.945, 2.766,0.002322,0.001829
2146,3.050e-05,6.673e+03,0.7591,0.6067, 48.51, 37.44, 3.282, 2.265,0.00216,0.001713,1.373e+03,0.9040,0.7082, 49.24, 38.02, 2.131, 1.615,0.002177,0.001743
2147,3.048e-05,6.668e+03,0.7653,0.6111, 48.49, 37.41, 3.060, 2.094,0.00215,0.001726,1.357e+03,1.0469,0.8061, 48.92, 37.76, 1.992, 1.518,0.002255,0.001821
2148,3.047e-05,6.675e+03,0.7886,0.6234, 48.50, 37.44, 3.038, 2.097,0.00222,0.001778,1.379e+03,0.8968,0.7036, 49.22, 38.12, 4.147, 2.887,0.002199,0.001751
2149,3.045e-05,6.678e+03,0.8122,0.6598, 48.51, 37.44, 3.289, 2.262,0.00212,0.001696,1.367e+03,0.8736,0.7192, 48.93, 37.88, 4.124, 2.876,0.002397,0.001878
2150,3.044e-05,6.672e+03,0.7661,0.6076, 48.47, 37.41, 3.291, 2.260,0.00224,0.001799,1.368e+03,1.0529,0.8095, 49.06, 37.86, 2.027, 1.541,0.002436,0.001908
2151,3.042e-05,6.689e+03,0.7894,0.6321, 48.50, 37.43, 3.106, 2.120,0.00222,0.001776,1.348e+03,0.8803,0.7268, 48.74, 37.62, 1.941, 1.490,0.002330,0.001889
2152,3.041e-05,6.655e+03,0.8273,0.6618, 48.45, 37.40, 2.976, 2.048,0.00217,0.001717,1.377e+03,0.9606,0.7450, 49.13, 38.05, 4.202, 2.931,0.002308,0.001829
2153,3.039e-05,6.663e+03,0.7586,0.6104, 48.47, 37.42, 3.263, 2.266,0.00214,0.001705,1.359e+03,0.8690,0.7229, 48.81, 37.78, 3.959, 2.775,0.002354,0.001866
2154,3.038e-05,6.678e+03,0.7578,0.6128, 48.47, 37.41, 3.282, 2.239,0.00220,0.001748,1.376e+03,1.0672,0.8208, 49.21, 38.00, 2.182, 1.637,0.002401,0.001901
2155,3.036e-05,6.685e+03,0.8050,0.6486, 48.51, 37.43, 3.057, 2.141,0.00224,0.001796,1.357e+03,0.8816,0.7129, 48.85, 37.71, 1.964, 1.500,0.002443,0.001927
2156,3.035e-05,6.659e+03,0.8040,0.6413, 48.45, 37.40, 3.080, 2.129,0.00217,0.001733,1.385e+03,0.8980,0.7054, 49.14, 38.06, 4.292, 2.986,0.002624,0.001992
2157,3.033e-05,6.676e+03,0.7924,0.6363, 48.46, 37.42, 3.346, 2.275,0.00227,0.001816,1.377e+03,0.8695,0.7201, 49.00, 37.94, 4.066, 2.838,0.002703,0.002053
2158,3.032e-05,6.667e+03,0.8477,0.6709, 48.42, 37.39, 3.293, 2.258,0.00235,0.001875,1.361e+03,0.9673,0.7498, 48.90, 37.74, 2.000, 1.526,0.002520,0.001918
2159,3.030e-05,6.661e+03,0.8375,0.6721, 48.45, 37.40, 3.134, 2.108,0.00231,0.001850,1.337e+03,0.9833,0.7583, 48.46, 37.39, 1.832, 1.413,0.002529,0.001946
2160,3.028e-05,6.651e+03,0.7873,0.6350, 48.37, 37.34, 3.042, 2.082,0.00234,0.001865,1.401e+03,0.8733,0.7272, 49.50, 38.36, 4.479, 3.097,0.002433,0.001932
2161,3.027e-05,6.694e+03,0.7931,0.6374, 48.51, 37.44, 3.470, 2.334,0.00221,0.001758,1.373e+03,0.9026,0.6995, 49.04, 37.97, 4.100, 2.860,0.002388,0.001878
2162,3.025e-05,6.678e+03,0.7825,0.6265, 48.45, 37.41, 3.280, 2.256,0.00227,0.001792,1.356e+03,0.9937,0.7661, 48.91, 37.75, 2.019, 1.539,0.002220,0.001808
2163,3.024e-05,6.649e+03,0.7886,0.6345, 48.41, 37.38, 3.107, 2.112,0.00224,0.001801,1.340e+03,0.9810,0.7560, 48.63, 37.53, 1.912, 1.465,0.002219,0.001850
2164,3.022e-05,6.642e+03,0.7616,0.6092, 48.33, 37.32, 3.089, 2.118,0.00235,0.001873,1.383e+03,0.8716,0.7131, 49.24, 38.14, 4.149, 2.889,0.002322,0.001814
2165,3.021e-05,6.671e+03,0.7806,0.6218, 48.40, 37.38, 3.297, 2.261,0.00225,0.001804,1.365e+03,0.9009,0.7038, 48.85, 37.82, 4.133, 2.882,0.002518,0.001967
2166,3.019e-05,6.649e+03,0.7715,0.6169, 48.36, 37.33, 3.304, 2.263,0.00222,0.001769,1.359e+03,0.9340,0.7276, 48.94, 37.78, 1.976, 1.509,0.002310,0.001816
2167,3.018e-05,6.639e+03,0.7611,0.6111, 48.38, 37.34, 3.104, 2.117,0.00215,0.001727,1.336e+03,0.9393,0.7300, 48.55, 37.47, 1.914, 1.467,0.002197,0.001771
2168,3.016e-05,6.646e+03,0.7886,0.6320, 48.41, 37.37, 3.078, 2.095,0.00216,0.001727,1.383e+03,0.9023,0.7040, 49.24, 38.15, 4.306, 2.990,0.002262,0.001834
2169,3.015e-05,6.683e+03,0.7661,0.6125, 48.43, 37.38, 3.371, 2.283,0.00215,0.001712,1.362e+03,0.9115,0.7072, 48.90, 37.86, 3.973, 2.779,0.002260,0.001784
2170,3.013e-05,6.663e+03,0.7772,0.6246, 48.42, 37.38, 3.240, 2.230,0.00225,0.001781,1.360e+03,0.8968,0.7034, 48.89, 37.75, 1.992, 1.526,0.002494,0.001941
2171,3.012e-05,6.644e+03,0.7904,0.6315, 48.36, 37.31, 3.075, 2.102,0.00237,0.001873,1.360e+03,0.9754,0.7549, 48.74, 37.61, 1.872, 1.438,0.002874,0.002298
2172,3.010e-05,6.666e+03,0.7595,0.6123, 48.36, 37.33, 3.027, 2.090,0.00234,0.001864,1.358e+03,0.8799,0.7058, 48.82, 37.80, 3.882, 2.721,0.002306,0.001843
2173,3.009e-05,6.634e+03,0.7761,0.6221, 48.39, 37.35, 3.161, 2.225,0.00225,0.001799,1.332e+03,0.8884,0.7003, 48.32, 37.37, 3.754, 2.644,0.002370,0.001916
2174,3.007e-05,6.606e+03,0.7560,0.6071, 48.33, 37.29, 3.066, 2.170,0.00227,0.001808,1.390e+03,0.9835,0.7580, 49.48, 38.21, 2.252, 1.688,0.002356,0.001908
2175,3.005e-05,6.681e+03,0.7872,0.6270, 48.45, 37.40, 2.930, 2.070,0.00228,0.001838,1.368e+03,1.0137,0.7827, 49.08, 37.89, 2.066, 1.567,0.002368,0.001948
2176,3.004e-05,6.650e+03,0.7696,0.6199, 48.34, 37.30, 2.924, 2.034,0.00229,0.001827,1.348e+03,0.8679,0.7026, 48.66, 37.65, 3.802, 2.677,0.002243,0.001797
2177,3.002e-05,6.619e+03,0.7969,0.6421, 48.29, 37.26, 3.109, 2.186,0.00219,0.001741,1.338e+03,0.8943,0.7014, 48.50, 37.53, 3.714, 2.629,0.002204,0.001767
2178,3.001e-05,6.612e+03,0.7789,0.6212, 48.29, 37.27, 3.131, 2.180,0.00217,0.001745,1.366e+03,0.9935,0.7665, 49.08, 37.89, 2.130, 1.602,0.002290,0.001790
2179,2.999e-05,6.652e+03,0.7680,0.6204, 48.38, 37.33, 3.020, 2.115,0.00221,0.001753,1.346e+03,0.9013,0.7063, 48.71, 37.60, 1.873, 1.440,0.002324,0.001814
2180,2.998e-05,6.625e+03,0.7657,0.6099, 48.27, 37.24, 3.123, 2.117,0.00211,0.001661,1.380e+03,0.8991,0.7077, 49.18, 38.10, 4.227, 2.938,0.002332,0.001808
2181,2.996e-05,6.642e+03,0.7586,0.6058, 48.35, 37.30, 3.279, 2.240,0.00213,0.001702,1.361e+03,0.8795,0.7035, 48.92, 37.88, 3.981, 2.784,0.002144,0.001759
2182,2.995e-05,6.646e+03,0.7668,0.6180, 48.33, 37.30, 3.256, 2.221,0.00215,0.001718,1.345e+03,0.9592,0.7425, 48.72, 37.61, 1.916, 1.465,0.002228,0.001810
2183,2.993e-05,6.637e+03,0.7649,0.6129, 48.30, 37.29, 3.148, 2.139,0.00223,0.001784,1.331e+03,0.9374,0.7280, 48.41, 37.35, 1.849, 1.432,0.002376,0.001913
2184,2.992e-05,6.605e+03,0.7858,0.6285, 48.25, 37.25, 3.135, 2.118,0.00225,0.001787,1.375e+03,0.9006,0.7011, 49.13, 38.06, 4.216, 2.929,0.002219,0.001741
2185,2.990e-05,6.638e+03,0.7650,0.6088, 48.30, 37.27, 3.277, 2.262,0.00223,0.001760,1.350e+03,0.8689,0.7137, 48.69, 37.69, 3.850, 2.699,0.002242,0.001758
2186,2.988e-05,6.609e+03,0.7589,0.6062, 48.22, 37.22, 3.243, 2.234,0.00217,0.001734,1.360e+03,0.9355,0.7259, 48.95, 37.79, 2.020, 1.536,0.002322,0.001851
2187,2.987e-05,6.635e+03,0.7525,0.5974, 48.34, 37.32, 3.020, 2.081,0.00219,0.001750,1.342e+03,0.9558,0.7403, 48.64, 37.54, 1.971, 1.509,0.002287,0.001861
2188,2.985e-05,6.612e+03,0.7565,0.6052, 48.26, 37.25, 3.012, 2.085,0.00214,0.001692,1.370e+03,0.8702,0.7078, 48.95, 37.91, 4.183, 2.913,0.002461,0.001946
2189,2.984e-05,6.613e+03,0.7683,0.6178, 48.23, 37.22, 3.225, 2.223,0.00222,0.001778,1.357e+03,0.9222,0.7160, 48.74, 37.74, 3.929, 2.752,0.002434,0.001988
2190,2.982e-05,6.608e+03,0.7679,0.6163, 48.24, 37.24, 3.210, 2.216,0.00216,0.001727,1.351e+03,0.9168,0.7173, 48.79, 37.67, 1.993, 1.522,0.002306,0.001871
2191,2.981e-05,6.603e+03,0.7539,0.6085, 48.26, 37.25, 2.986, 2.050,0.00220,0.001733,1.331e+03,0.9356,0.7270, 48.48, 37.41, 1.837, 1.414,0.002194,0.001744
2192,2.979e-05,6.585e+03,0.7749,0.6227, 48.20, 37.20, 3.017, 2.058,0.00220,0.001754,1.374e+03,0.8781,0.7074, 49.03, 37.97, 4.121, 2.882,0.002465,0.001919
2193,2.978e-05,6.631e+03,0.7758,0.6209, 48.24, 37.23, 3.251, 2.246,0.00227,0.001785,1.354e+03,0.8839,0.7043, 48.67, 37.67, 3.836, 2.692,0.002507,0.001905
2194,2.976e-05,6.596e+03,0.7739,0.6235, 48.21, 37.22, 3.187, 2.204,0.00220,0.001767,1.353e+03,0.9589,0.7443, 48.82, 37.69, 1.950, 1.494,0.002353,0.001817
2195,2.975e-05,6.587e+03,0.7569,0.6139, 48.19, 37.20, 3.031, 2.071,0.00226,0.001770,1.333e+03,0.8878,0.7076, 48.53, 37.44, 1.847, 1.419,0.002148,0.001741
2196,2.973e-05,6.621e+03,0.8104,0.6374, 48.21, 37.22, 3.056, 2.098,0.00235,0.001883,1.365e+03,0.9352,0.7246, 48.90, 37.86, 4.049, 2.830,0.002393,0.001908
2197,2.972e-05,6.607e+03,0.7526,0.6009, 48.17, 37.18, 3.172, 2.179,0.00230,0.001847,1.349e+03,0.8715,0.7191, 48.63, 37.64, 3.913, 2.741,0.002356,0.001887
2198,2.970e-05,6.596e+03,0.7618,0.6104, 48.21, 37.19, 3.232, 2.225,0.00219,0.001737,1.354e+03,0.9596,0.7451, 48.78, 37.65, 1.951, 1.491,0.002496,0.002006
2199,2.968e-05,6.588e+03,0.7614,0.6113, 48.19, 37.19, 2.928, 2.036,0.00214,0.001697,1.334e+03,0.9492,0.7403, 48.50, 37.41, 1.843, 1.416,0.002263,0.001812
2200,2.967e-05,6.584e+03,0.7621,0.6086, 48.15, 37.17, 2.973, 2.046,0.00224,0.001803,1.366e+03,0.8712,0.7036, 48.96, 37.92, 4.242, 2.948,0.002233,0.001808
2201,2.965e-05,6.631e+03,0.7549,0.6006, 48.23, 37.22, 3.287, 2.251,0.00233,0.001861,1.351e+03,0.9331,0.7227, 48.68, 37.67, 3.655, 2.578,0.002347,0.001939
2202,2.964e-05,6.593e+03,0.7720,0.6273, 48.17, 37.16, 3.155, 2.163,0.00227,0.001815,1.344e+03,0.8933,0.6995, 48.72, 37.61, 1.976, 1.510,0.002162,0.001763
2203,2.962e-05,6.584e+03,0.7688,0.6146, 48.17, 37.18, 3.033, 2.069,0.00216,0.001707,1.337e+03,0.9497,0.7358, 48.44, 37.37, 1.846, 1.417,0.002580,0.001977
2204,2.961e-05,6.593e+03,0.7607,0.6078, 48.18, 37.17, 2.949, 2.043,0.00224,0.001790,1.361e+03,0.9113,0.7097, 48.83, 37.82, 4.114, 2.869,0.002383,0.001845
2205,2.959e-05,6.567e+03,0.7712,0.6156, 48.13, 37.15, 3.212, 2.210,0.00221,0.001766,1.342e+03,0.8655,0.7024, 48.50, 37.53, 3.878, 2.719,0.002367,0.001975
2206,2.958e-05,6.565e+03,0.7663,0.6132, 48.08, 37.10, 3.188, 2.197,0.00232,0.001855,1.348e+03,1.0107,0.7817, 48.76, 37.64, 2.086, 1.583,0.002210,0.001761
2207,2.956e-05,6.603e+03,0.7830,0.6301, 48.16, 37.17, 2.992, 2.062,0.00233,0.001848,1.328e+03,0.9026,0.7064, 48.31, 37.28, 1.899, 1.455,0.002489,0.001955
2208,2.955e-05,6.577e+03,0.7953,0.6385, 48.13, 37.13, 2.983, 2.034,0.00227,0.001807,1.368e+03,0.8725,0.7049, 48.97, 37.93, 4.251, 2.953,0.002258,0.001779
2209,2.953e-05,6.623e+03,0.7737,0.6226, 48.22, 37.23, 3.305, 2.255,0.00217,0.001721,1.347e+03,0.9831,0.7600, 48.64, 37.66, 4.077, 2.845,0.002181,0.001742
