Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
3698,7.898e-06,4.901e+00,0.7023,0.5611, 41.81, 32.08, 1.974, 1.467,0.00322,0.002538,1.021e+00,0.7732,0.6486, 42.63, 32.80, 2.212, 1.685,0.003609,0.002812
3699,7.886e-06,4.914e+00,0.7184,0.5783, 41.83, 32.10, 1.973, 1.479,0.00330,0.002618,1.019e+00,0.7846,0.6422, 42.63, 32.79, 1.649, 1.302,0.003451,0.002708
3700,7.875e-06,4.905e+00,0.7070,0.5652, 41.83, 32.09, 1.935, 1.438,0.00320,0.002540,1.018e+00,0.8049,0.6433, 42.61, 32.77, 1.649, 1.305,0.003405,0.002674
3701,7.863e-06,4.901e+00,0.7033,0.5554, 41.80, 32.06, 1.884, 1.407,0.00319,0.002539,1.019e+00,0.8174,0.6469, 42.62, 32.79, 2.256, 1.715,0.003393,0.002673
3702,7.852e-06,4.909e+00,0.7177,0.5744, 41.83, 32.09, 1.942, 1.456,0.00325,0.002567,1.019e+00,0.7760,0.6574, 42.61, 32.78, 2.244, 1.711,0.003327,0.002570
3703,7.841e-06,4.897e+00,0.7611,0.6126, 41.81, 32.10, 1.899, 1.425,0.00320,0.002527,1.020e+00,0.8007,0.6455, 42.65, 32.81, 1.662, 1.310,0.003286,0.002536
3704,7.829e-06,4.903e+00,0.7246,0.5820, 41.79, 32.06, 1.880, 1.392,0.00332,0.002640,1.019e+00,0.8145,0.6466, 42.63, 32.79, 1.683, 1.322,0.003444,0.002663
3705,7.818e-06,4.898e+00,0.7057,0.5611, 41.81, 32.07, 1.896, 1.423,0.00337,0.002704,1.020e+00,0.7862,0.6479, 42.62, 32.80, 2.299, 1.745,0.003471,0.002713
3706,7.806e-06,4.895e+00,0.7055,0.5641, 41.79, 32.07, 1.932, 1.442,0.00318,0.002490,1.020e+00,0.8094,0.6402, 42.61, 32.79, 2.398, 1.814,0.003776,0.003029
3707,7.795e-06,4.912e+00,0.7027,0.5639, 41.78, 32.06, 1.977, 1.474,0.00327,0.002587,1.019e+00,0.7934,0.6452, 42.62, 32.78, 1.690, 1.325,0.003665,0.002877
3708,7.784e-06,4.906e+00,0.7039,0.5626, 41.84, 32.08, 1.907, 1.431,0.00334,0.002651,1.019e+00,0.8012,0.6451, 42.61, 32.77, 1.700, 1.333,0.003754,0.002922
3709,7.772e-06,4.885e+00,0.7108,0.5693, 41.77, 32.05, 1.899, 1.434,0.00357,0.002818,1.021e+00,0.8303,0.6539, 42.65, 32.82, 2.258, 1.712,0.003346,0.002632
3710,7.761e-06,4.905e+00,0.7211,0.5773, 41.81, 32.10, 1.913, 1.443,0.00355,0.002798,1.018e+00,0.7714,0.6469, 42.60, 32.77, 2.284, 1.738,0.003355,0.002567
3711,7.749e-06,4.900e+00,0.7259,0.5792, 41.82, 32.09, 1.957, 1.471,0.00336,0.002647,1.019e+00,0.8117,0.6442, 42.64, 32.79, 1.663, 1.316,0.003536,0.002777
3712,7.738e-06,4.895e+00,0.7265,0.5871, 41.80, 32.06, 1.926, 1.431,0.00339,0.002680,1.019e+00,1.0029,0.7662, 42.62, 32.78, 1.642, 1.299,0.003638,0.002927
3713,7.727e-06,4.899e+00,0.7709,0.6190, 41.81, 32.07, 1.806, 1.371,0.00346,0.002755,1.019e+00,0.7822,0.6439, 42.60, 32.79, 2.487, 1.870,0.003405,0.002660
3714,7.715e-06,4.886e+00,0.7208,0.5762, 41.78, 32.06, 1.994, 1.472,0.00335,0.002643,1.018e+00,0.7689,0.6488, 42.57, 32.76, 2.339, 1.778,0.003383,0.002543
3715,7.704e-06,4.904e+00,0.7540,0.6035, 41.81, 32.05, 1.960, 1.457,0.00324,0.002557,1.018e+00,0.7924,0.6478, 42.61, 32.77, 1.669, 1.316,0.003461,0.002603
3716,7.693e-06,4.899e+00,0.7066,0.5666, 41.79, 32.05, 1.889, 1.406,0.00328,0.002582,1.017e+00,0.7819,0.6446, 42.60, 32.77, 1.700, 1.332,0.003499,0.002637
3717,7.681e-06,4.878e+00,0.7346,0.5982, 41.78, 32.05, 1.885, 1.422,0.00315,0.002503,1.019e+00,0.7731,0.6508, 42.60, 32.78, 2.380, 1.800,0.003372,0.002594
3718,7.670e-06,4.899e+00,0.7206,0.5819, 41.80, 32.05, 1.950, 1.456,0.00314,0.002475,1.018e+00,0.7763,0.6519, 42.60, 32.77, 2.091, 1.608,0.003311,0.002542
3719,7.659e-06,4.896e+00,0.7165,0.5741, 41.78, 32.03, 1.946, 1.462,0.00320,0.002527,1.018e+00,0.7860,0.6523, 42.61, 32.78, 1.658, 1.306,0.003451,0.002670
3720,7.647e-06,4.896e+00,0.7071,0.5665, 41.82, 32.09, 1.897, 1.405,0.00328,0.002586,1.017e+00,0.7787,0.6493, 42.58, 32.76, 1.661, 1.307,0.003475,0.002637
3721,7.636e-06,4.896e+00,0.7138,0.5716, 41.75, 32.03, 1.985, 1.467,0.00338,0.002673,1.019e+00,0.8862,0.6889, 42.60, 32.78, 2.440, 1.842,0.003411,0.002701
3722,7.625e-06,4.891e+00,0.7264,0.5802, 41.80, 32.06, 1.998, 1.481,0.00327,0.002582,1.019e+00,0.8501,0.6668, 42.58, 32.78, 2.362, 1.790,0.003781,0.003027
3723,7.613e-06,4.903e+00,0.7103,0.5705, 41.81, 32.09, 1.948, 1.453,0.00339,0.002677,1.020e+00,0.7794,0.6484, 42.62, 32.78, 1.663, 1.307,0.003804,0.002987
3724,7.602e-06,4.900e+00,0.7112,0.5689, 41.79, 32.06, 1.882, 1.415,0.00364,0.002927,1.018e+00,0.8002,0.6421, 42.58, 32.75, 1.674, 1.322,0.004077,0.003141
3725,7.591e-06,4.884e+00,0.7150,0.5716, 41.79, 32.06, 1.796, 1.366,0.00350,0.002810,1.020e+00,0.8363,0.6577, 42.60, 32.78, 2.461, 1.851,0.003532,0.002608
3726,7.580e-06,4.895e+00,0.7028,0.5608, 41.77, 32.06, 2.047, 1.528,0.00343,0.002739,1.018e+00,0.8734,0.6820, 42.60, 32.78, 2.197, 1.680,0.003398,0.002618
3727,7.568e-06,4.894e+00,0.7189,0.5776, 41.77, 32.05, 1.900, 1.416,0.00321,0.002538,1.018e+00,0.8185,0.6486, 42.61, 32.77, 1.650, 1.304,0.003399,0.002716
3728,7.557e-06,4.890e+00,0.7261,0.5786, 41.80, 32.07, 1.955, 1.449,0.00339,0.002690,1.017e+00,0.7922,0.6934, 42.59, 32.76, 1.631, 1.291,0.003678,0.002981
3729,7.546e-06,4.893e+00,0.7537,0.6051, 41.78, 32.04, 1.850, 1.390,0.00340,0.002692,1.018e+00,0.7796,0.6392, 42.58, 32.76, 2.326, 1.770,0.003482,0.002743
3730,7.535e-06,4.894e+00,0.7128,0.5686, 41.75, 32.03, 2.007, 1.483,0.00339,0.002700,1.020e+00,0.8027,0.6418, 42.57, 32.76, 2.258, 1.730,0.004144,0.003160
3731,7.523e-06,4.884e+00,0.7126,0.5717, 41.77, 32.04, 1.944, 1.450,0.00340,0.002692,1.016e+00,0.7874,0.6484, 42.58, 32.74, 1.681, 1.319,0.003404,0.002601
3732,7.512e-06,4.892e+00,0.7346,0.5896, 41.79, 32.04, 1.961, 1.456,0.00320,0.002527,1.015e+00,0.7865,0.6521, 42.56, 32.73, 1.704, 1.336,0.003296,0.002559
3733,7.501e-06,4.884e+00,0.7101,0.5675, 41.77, 32.02, 1.840, 1.397,0.00315,0.002478,1.019e+00,0.8328,0.6567, 42.59, 32.77, 2.453, 1.851,0.003390,0.002715
3734,7.490e-06,4.893e+00,0.7206,0.5729, 41.76, 32.03, 2.055, 1.520,0.00326,0.002587,1.016e+00,0.8488,0.6679, 42.56, 32.75, 2.204, 1.682,0.003307,0.002573
3735,7.479e-06,4.890e+00,0.7125,0.5708, 41.75, 32.02, 1.893, 1.414,0.00330,0.002604,1.016e+00,0.7841,0.6496, 42.57, 32.75, 1.654, 1.300,0.003406,0.002596
3736,7.467e-06,4.891e+00,0.7751,0.6168, 41.78, 32.06, 1.908, 1.431,0.00314,0.002459,1.017e+00,0.8066,0.7092, 42.57, 32.74, 1.701, 1.336,0.003637,0.002796
3737,7.456e-06,4.887e+00,0.7560,0.6064, 41.75, 32.04, 1.864, 1.409,0.00342,0.002709,1.016e+00,0.8596,0.6727, 42.55, 32.74, 2.298, 1.742,0.003342,0.002603
3738,7.445e-06,4.883e+00,0.7282,0.5757, 41.76, 32.03, 1.989, 1.475,0.00335,0.002636,1.016e+00,1.0043,0.7708, 42.56, 32.75, 2.095, 1.605,0.003363,0.002598
3739,7.434e-06,4.889e+00,0.7505,0.6073, 41.74, 32.01, 1.857, 1.401,0.00314,0.002481,1.017e+00,0.7732,0.6538, 42.60, 32.76, 1.692, 1.328,0.003343,0.002617
3740,7.423e-06,4.887e+00,0.7214,0.5826, 41.76, 32.01, 1.915, 1.430,0.00321,0.002517,1.016e+00,0.7912,0.6443, 42.57, 32.74, 1.667, 1.311,0.003395,0.002723
3741,7.411e-06,4.892e+00,0.7092,0.5672, 41.77, 32.03, 1.799, 1.363,0.00327,0.002590,1.017e+00,0.7757,0.6427, 42.56, 32.75, 2.403, 1.805,0.003444,0.002830
3742,7.400e-06,4.890e+00,0.7092,0.5647, 41.76, 32.02, 1.991, 1.482,0.00338,0.002685,1.018e+00,0.8421,0.6596, 42.59, 32.77, 2.102, 1.617,0.003539,0.002899
3743,7.389e-06,4.892e+00,0.7206,0.5754, 41.76, 32.02, 1.917, 1.437,0.00337,0.002660,1.016e+00,0.7939,0.6445, 42.57, 32.74, 1.627, 1.286,0.003352,0.002643
3744,7.378e-06,4.890e+00,0.7109,0.5683, 41.74, 32.01, 1.933, 1.442,0.00340,0.002698,1.014e+00,0.7739,0.6631, 42.54, 32.72, 1.699, 1.329,0.003352,0.002517
3745,7.367e-06,4.903e+00,0.7230,0.5850, 41.74, 32.02, 1.853, 1.391,0.00325,0.002601,1.016e+00,0.7912,0.6419, 42.54, 32.74, 2.407, 1.821,0.003460,0.002600
3746,7.356e-06,4.899e+00,0.7316,0.5821, 41.76, 32.04, 1.988, 1.461,0.00332,0.002622,1.016e+00,0.7979,0.6415, 42.53, 32.73, 2.324, 1.764,0.003644,0.002816
3747,7.345e-06,4.892e+00,0.7650,0.6146, 41.75, 32.02, 1.958, 1.460,0.00336,0.002664,1.017e+00,0.8069,0.6463, 42.58, 32.75, 1.666, 1.309,0.003543,0.002627
3748,7.333e-06,4.881e+00,0.7320,0.5830, 41.74, 32.02, 1.880, 1.417,0.00334,0.002641,1.016e+00,0.7706,0.6604, 42.57, 32.74, 1.677, 1.319,0.003341,0.002532
3749,7.322e-06,4.885e+00,0.7511,0.5951, 41.77, 32.03, 1.856, 1.391,0.00314,0.002457,1.019e+00,0.9660,0.7420, 42.61, 32.78, 2.145, 1.646,0.003342,0.002578
3750,7.311e-06,4.881e+00,0.7390,0.5963, 41.73, 32.00, 1.919, 1.437,0.00315,0.002499,1.018e+00,0.9621,0.7414, 42.60, 32.76, 2.030, 1.549,0.003364,0.002544
3751,7.300e-06,4.883e+00,0.7447,0.5959, 41.75, 32.02, 1.904, 1.429,0.00316,0.002472,1.016e+00,0.7921,0.6455, 42.59, 32.75, 1.710, 1.340,0.003323,0.002525
3752,7.289e-06,4.888e+00,0.7219,0.5727, 41.75, 32.01, 1.908, 1.429,0.00324,0.002577,1.016e+00,0.7847,0.6469, 42.56, 32.73, 1.714, 1.343,0.003434,0.002615
3753,7.278e-06,4.876e+00,0.7325,0.5869, 41.72, 32.00, 1.878, 1.408,0.00339,0.002652,1.016e+00,0.9503,0.7329, 42.54, 32.74, 2.169, 1.652,0.003304,0.002586
3754,7.267e-06,4.891e+00,0.7436,0.5991, 41.73, 32.02, 1.912, 1.439,0.00330,0.002630,1.015e+00,0.9095,0.7067, 42.51, 32.71, 2.283, 1.730,0.003521,0.002718
3755,7.256e-06,4.877e+00,0.7306,0.5950, 41.74, 32.04, 1.912, 1.437,0.00320,0.002531,1.015e+00,0.7712,0.6574, 42.55, 32.73, 1.728, 1.349,0.003428,0.002696
3756,7.245e-06,4.877e+00,0.7609,0.6086, 41.74, 32.02, 1.836, 1.392,0.00311,0.002459,1.015e+00,0.7764,0.6639, 42.54, 32.72, 1.711, 1.338,0.003596,0.002794
3757,7.234e-06,4.880e+00,0.7221,0.5788, 41.73, 32.01, 1.854, 1.393,0.00329,0.002630,1.015e+00,0.8165,0.6469, 42.53, 32.72, 2.293, 1.738,0.003343,0.002608
3758,7.223e-06,4.895e+00,0.7149,0.5697, 41.74, 32.03, 1.928, 1.438,0.00317,0.002496,1.014e+00,0.7702,0.6428, 42.51, 32.71, 2.335, 1.770,0.003277,0.002579
3759,7.212e-06,4.886e+00,0.7202,0.5754, 41.73, 32.02, 1.983, 1.481,0.00312,0.002455,1.015e+00,0.8347,0.6579, 42.55, 32.73, 1.652, 1.308,0.003469,0.002669
3760,7.201e-06,4.885e+00,0.7076,0.5643, 41.74, 32.01, 1.883, 1.413,0.00331,0.002623,1.015e+00,0.7728,0.6541, 42.55, 32.72, 1.675, 1.317,0.003463,0.002724
3761,7.190e-06,4.883e+00,0.7263,0.5808, 41.72, 32.00, 1.858, 1.403,0.00328,0.002617,1.017e+00,0.8753,0.6802, 42.55, 32.74, 2.265, 1.719,0.003724,0.002920
3762,7.179e-06,4.878e+00,0.7527,0.5959, 41.73, 32.00, 1.894, 1.414,0.00338,0.002697,1.016e+00,0.8664,0.6753, 42.52, 32.72, 2.314, 1.755,0.003711,0.002902
3763,7.168e-06,4.885e+00,0.7289,0.5800, 41.72, 32.01, 2.009, 1.491,0.00324,0.002567,1.017e+00,0.7803,0.6641, 42.59, 32.75, 1.649, 1.301,0.003367,0.002547
3764,7.157e-06,4.876e+00,0.7280,0.5906, 41.72, 31.98, 1.827, 1.389,0.00325,0.002623,1.014e+00,0.8357,0.6584, 42.54, 32.71, 1.660, 1.307,0.003303,0.002513
3765,7.146e-06,4.868e+00,0.7049,0.5624, 41.73, 32.00, 1.914, 1.438,0.00314,0.002468,1.017e+00,0.8355,0.6565, 42.57, 32.75, 2.313, 1.758,0.003335,0.002663
3766,7.135e-06,4.871e+00,0.7354,0.5835, 41.70, 31.98, 1.902, 1.428,0.00326,0.002585,1.016e+00,1.0357,0.7957, 42.53, 32.72, 2.206, 1.681,0.003551,0.002701
3767,7.124e-06,4.877e+00,0.7735,0.6265, 41.70, 32.01, 1.957, 1.479,0.00326,0.002600,1.015e+00,0.7823,0.6483, 42.54, 32.71, 1.685, 1.318,0.003458,0.002656
3768,7.113e-06,4.878e+00,0.7201,0.5728, 41.70, 31.99, 1.866, 1.408,0.00312,0.002476,1.013e+00,0.7700,0.6519, 42.50, 32.68, 1.758, 1.369,0.003391,0.002573
3769,7.102e-06,4.886e+00,0.7157,0.5708, 41.75, 32.02, 1.910, 1.430,0.00316,0.002475,1.015e+00,0.8686,0.6767, 42.51, 32.71, 2.210, 1.681,0.003466,0.002600
3770,7.091e-06,4.879e+00,0.7210,0.5754, 41.72, 32.00, 1.890, 1.427,0.00332,0.002614,1.013e+00,0.7759,0.6618, 42.49, 32.69, 2.275, 1.722,0.003371,0.002545
3771,7.080e-06,4.880e+00,0.7163,0.5729, 41.71, 31.98, 1.948, 1.456,0.00330,0.002590,1.014e+00,0.8139,0.6452, 42.53, 32.71, 1.682, 1.328,0.003321,0.002585
3772,7.069e-06,4.884e+00,0.6980,0.5606, 41.71, 32.00, 1.805, 1.361,0.00332,0.002635,1.013e+00,0.8098,0.6441, 42.51, 32.70, 1.713, 1.343,0.003265,0.002589
3773,7.058e-06,4.886e+00,0.7020,0.5595, 41.71, 32.00, 1.949, 1.455,0.00323,0.002562,1.015e+00,0.8283,0.6522, 42.52, 32.72, 2.254, 1.710,0.003264,0.002539
3774,7.047e-06,4.886e+00,0.7133,0.5697, 41.72, 32.00, 1.930, 1.441,0.00317,0.002509,1.015e+00,0.8526,0.6698, 42.51, 32.70, 2.280, 1.736,0.003496,0.002666
3775,7.036e-06,4.873e+00,0.7304,0.5882, 41.71, 32.00, 1.918, 1.429,0.00314,0.002502,1.013e+00,0.8376,0.6588, 42.51, 32.69, 1.697, 1.332,0.003527,0.002693
3776,7.025e-06,4.882e+00,0.7103,0.5718, 41.71, 31.99, 1.858, 1.410,0.00321,0.002540,1.012e+00,0.7777,0.6640, 42.49, 32.68, 1.704, 1.337,0.003310,0.002578
3777,7.014e-06,4.876e+00,0.7275,0.5821, 41.70, 31.99, 1.849, 1.386,0.00307,0.002437,1.013e+00,0.7919,0.6452, 42.49, 32.69, 2.236, 1.702,0.003422,0.002624
3778,7.003e-06,4.880e+00,0.7177,0.5731, 41.71, 31.99, 1.917, 1.435,0.00314,0.002497,1.013e+00,0.7789,0.6528, 42.48, 32.68, 2.214, 1.693,0.003477,0.002653
3779,6.992e-06,4.882e+00,0.7351,0.5947, 41.71, 32.00, 1.914, 1.432,0.00323,0.002549,1.013e+00,0.8334,0.6552, 42.52, 32.70, 1.677, 1.324,0.003444,0.002611
3780,6.981e-06,4.869e+00,0.7066,0.5635, 41.66, 31.96, 1.906, 1.429,0.00322,0.002538,1.012e+00,0.8164,0.6458, 42.48, 32.68, 1.650, 1.307,0.003332,0.002547
3781,6.970e-06,4.883e+00,0.7173,0.5762, 41.73, 32.00, 1.842, 1.392,0.00327,0.002587,1.014e+00,0.7732,0.6503, 42.50, 32.70, 2.341, 1.767,0.003415,0.002706
3782,6.960e-06,4.873e+00,0.7190,0.5716, 41.69, 31.99, 2.002, 1.481,0.00326,0.002587,1.014e+00,0.7839,0.6441, 42.51, 32.70, 2.240, 1.712,0.003447,0.002672
3783,6.949e-06,4.875e+00,0.7220,0.5742, 41.69, 31.99, 1.953, 1.454,0.00320,0.002518,1.013e+00,0.8338,0.6550, 42.50, 32.69, 1.696, 1.331,0.003387,0.002533
3784,6.938e-06,4.872e+00,0.7177,0.5757, 41.68, 31.96, 1.841, 1.380,0.00318,0.002512,1.012e+00,0.7705,0.6555, 42.47, 32.67, 1.755, 1.364,0.003537,0.002645
3785,6.927e-06,4.875e+00,0.7433,0.5863, 41.68, 31.97, 1.892, 1.422,0.00328,0.002633,1.015e+00,0.7708,0.6528, 42.50, 32.70, 2.359, 1.784,0.003777,0.002996
3786,6.916e-06,4.881e+00,0.7814,0.6301, 41.70, 31.98, 1.997, 1.489,0.00348,0.002761,1.018e+00,0.9658,0.7457, 42.52, 32.71, 2.144, 1.642,0.004335,0.003539
3787,6.905e-06,4.869e+00,0.7328,0.5904, 41.67, 31.95, 1.963, 1.466,0.00360,0.002890,1.016e+00,0.8644,0.6731, 42.50, 32.69, 1.682, 1.326,0.004352,0.003547
3788,6.894e-06,4.872e+00,0.7215,0.5831, 41.68, 31.96, 1.782, 1.352,0.00358,0.002855,1.015e+00,0.7901,0.6396, 42.50, 32.69, 1.721, 1.341,0.004155,0.003372
3789,6.884e-06,4.875e+00,0.7145,0.5763, 41.67, 31.96, 1.853, 1.401,0.00375,0.002995,1.013e+00,0.8595,0.6723, 42.49, 32.70, 2.445, 1.846,0.003288,0.002568
3790,6.873e-06,4.877e+00,0.7120,0.5683, 41.71, 31.98, 1.962, 1.460,0.00349,0.002776,1.013e+00,0.8817,0.6849, 42.48, 32.70, 2.229, 1.701,0.003381,0.002742
3791,6.862e-06,4.882e+00,0.7150,0.5741, 41.68, 31.97, 1.974, 1.483,0.00344,0.002749,1.014e+00,0.8493,0.6642, 42.52, 32.70, 1.664, 1.312,0.003478,0.002622
3792,6.851e-06,4.862e+00,0.7033,0.5642, 41.69, 31.97, 1.825, 1.388,0.00333,0.002641,1.014e+00,0.7923,0.6436, 42.53, 32.70, 1.765, 1.377,0.003417,0.002576
3793,6.840e-06,4.861e+00,0.7231,0.5781, 41.67, 31.96, 1.867, 1.394,0.00317,0.002463,1.013e+00,0.8606,0.6724, 42.49, 32.69, 2.195, 1.672,0.003392,0.002579
3794,6.830e-06,4.868e+00,0.7208,0.5778, 41.68, 31.99, 1.848, 1.390,0.00314,0.002454,1.013e+00,0.8479,0.6660, 42.47, 32.67, 2.154, 1.654,0.003443,0.002676
3795,6.819e-06,4.869e+00,0.7016,0.5623, 41.65, 31.96, 1.919, 1.443,0.00328,0.002590,1.015e+00,0.9290,0.7192, 42.55, 32.72, 1.610, 1.282,0.003425,0.002605
3796,6.808e-06,4.881e+00,0.7538,0.6036, 41.70, 31.99, 1.792, 1.353,0.00331,0.002589,1.013e+00,0.7673,0.6464, 42.50, 32.68, 1.793, 1.389,0.003654,0.002732
3797,6.797e-06,4.866e+00,0.7438,0.5962, 41.66, 31.96, 1.937, 1.452,0.00330,0.002625,1.016e+00,0.8131,0.6411, 42.53, 32.72, 2.263, 1.726,0.003639,0.002783
3798,6.787e-06,4.890e+00,0.7291,0.5904, 41.69, 31.99, 1.916, 1.429,0.00353,0.002783,1.014e+00,0.9469,0.7299, 42.50, 32.69, 2.174, 1.670,0.003546,0.002717
3799,6.776e-06,4.856e+00,0.7706,0.6156, 41.63, 31.95, 1.979, 1.475,0.00355,0.002815,1.012e+00,0.7762,0.6582, 42.49, 32.68, 1.643, 1.299,0.003377,0.002613
3800,6.765e-06,4.858e+00,0.7321,0.5919, 41.67, 31.96, 1.837, 1.375,0.00344,0.002765,1.012e+00,0.7848,0.6521, 42.49, 32.68, 1.682, 1.322,0.003490,0.002703
3801,6.754e-06,4.864e+00,0.7055,0.5700, 41.67, 31.97, 1.852, 1.382,0.00322,0.002505,1.012e+00,0.7701,0.6477, 42.44, 32.65, 2.239, 1.708,0.003645,0.002831
3802,6.744e-06,4.866e+00,0.7147,0.5700, 41.64, 31.94, 1.934, 1.448,0.00329,0.002593,1.010e+00,0.7871,0.6437, 42.43, 32.65, 2.253, 1.712,0.003264,0.002606
3803,6.733e-06,4.870e+00,0.7257,0.5829, 41.67, 31.95, 1.907, 1.432,0.00324,0.002554,1.012e+00,0.7955,0.6449, 42.49, 32.67, 1.698, 1.335,0.003325,0.002511
3804,6.722e-06,4.871e+00,0.7180,0.5763, 41.67, 31.96, 1.844, 1.382,0.00322,0.002531,1.011e+00,0.7936,0.6420, 42.47, 32.66, 1.767, 1.380,0.003461,0.002626
3805,6.711e-06,4.867e+00,0.7019,0.5603, 41.64, 31.95, 1.849, 1.398,0.00324,0.002579,1.013e+00,0.8206,0.6480, 42.49, 32.69, 2.174, 1.664,0.003309,0.002549
3806,6.701e-06,4.862e+00,0.7271,0.5801, 41.68, 31.96, 1.905, 1.433,0.00318,0.002530,1.013e+00,0.9523,0.7340, 42.48, 32.68, 2.085, 1.597,0.003366,0.002566
3807,6.690e-06,4.861e+00,0.7514,0.6035, 41.67, 31.96, 1.889, 1.416,0.00321,0.002527,1.012e+00,0.8451,0.6615, 42.49, 32.68, 1.659, 1.310,0.003354,0.002581
3808,6.679e-06,4.862e+00,0.7389,0.5898, 41.63, 31.95, 1.900, 1.415,0.00327,0.002598,1.011e+00,0.8563,0.6697, 42.44, 32.63, 1.762, 1.373,0.003638,0.002827
3809,6.669e-06,4.868e+00,0.7385,0.5866, 41.64, 31.94, 1.885, 1.419,0.00326,0.002569,1.012e+00,0.7784,0.6620, 42.46, 32.66, 2.354, 1.779,0.003382,0.002573
3810,6.658e-06,4.865e+00,0.7487,0.5988, 41.65, 31.94, 2.002, 1.499,0.00316,0.002505,1.011e+00,0.8006,0.6429, 42.44, 32.66, 2.200, 1.682,0.003341,0.002584
3811,6.647e-06,4.862e+00,0.7621,0.6073, 41.66, 31.94, 1.860, 1.396,0.00320,0.002514,1.012e+00,0.8885,0.6901, 42.47, 32.66, 1.710, 1.344,0.003527,0.002673
3812,6.637e-06,4.855e+00,0.7078,0.5640, 41.63, 31.93, 1.870, 1.405,0.00328,0.002575,1.012e+00,0.7785,0.6465, 42.46, 32.65, 1.783, 1.388,0.003955,0.003041
3813,6.626e-06,4.860e+00,0.7083,0.5617, 41.64, 31.95, 1.850, 1.401,0.00334,0.002652,1.012e+00,0.8576,0.6698, 42.45, 32.66, 2.157, 1.648,0.003550,0.002692
3814,6.615e-06,4.848e+00,0.7259,0.5775, 41.62, 31.94, 1.896, 1.416,0.00323,0.002521,1.012e+00,0.9177,0.7103, 42.46, 32.67, 2.184, 1.669,0.003378,0.002564
3815,6.605e-06,4.860e+00,0.7162,0.5765, 41.63, 31.94, 1.903, 1.437,0.00325,0.002565,1.012e+00,0.8216,0.6465, 42.48, 32.67, 1.688, 1.328,0.003378,0.002574
3816,6.594e-06,4.864e+00,0.7002,0.5594, 41.64, 31.93, 1.909, 1.420,0.00310,0.002443,1.011e+00,0.8754,0.6798, 42.47, 32.66, 1.609, 1.282,0.003280,0.002516
3817,6.583e-06,4.876e+00,0.7387,0.5995, 41.67, 31.97, 1.783, 1.357,0.00324,0.002569,1.011e+00,0.8280,0.6509, 42.44, 32.64, 2.304, 1.750,0.003402,0.002683
3818,6.573e-06,4.860e+00,0.7349,0.5889, 41.65, 31.94, 1.947, 1.454,0.00318,0.002515,1.011e+00,0.7666,0.6520, 42.44, 32.65, 2.241, 1.709,0.003434,0.002708
3819,6.562e-06,4.855e+00,0.7727,0.6304, 41.60, 31.91, 1.881, 1.420,0.00333,0.002644,1.012e+00,0.8798,0.6849, 42.48, 32.66, 1.646, 1.301,0.003450,0.002785
3820,6.552e-06,4.865e+00,0.7019,0.5617, 41.65, 31.94, 1.912, 1.428,0.00330,0.002608,1.011e+00,0.7810,0.6411, 42.45, 32.64, 1.739, 1.351,0.003449,0.002707
3821,6.541e-06,4.869e+00,0.7001,0.5598, 41.66, 31.95, 1.837, 1.378,0.00325,0.002585,1.014e+00,0.8371,0.6576, 42.49, 32.69, 2.328, 1.767,0.003449,0.002693
3822,6.530e-06,4.863e+00,0.7125,0.5651, 41.64, 31.94, 1.984, 1.481,0.00315,0.002500,1.012e+00,0.9451,0.7280, 42.46, 32.67, 2.364, 1.785,0.003385,0.002668
3823,6.520e-06,4.869e+00,0.7338,0.5941, 41.63, 31.94, 1.971, 1.470,0.00334,0.002657,1.011e+00,0.8734,0.6796, 42.47, 32.66, 1.668, 1.311,0.003356,0.002625
3824,6.509e-06,4.863e+00,0.7302,0.5859, 41.64, 31.93, 1.822, 1.372,0.00327,0.002566,1.012e+00,0.7895,0.6387, 42.46, 32.66, 1.767, 1.376,0.003761,0.003034
3825,6.499e-06,4.864e+00,0.7125,0.5703, 41.62, 31.92, 1.875, 1.409,0.00325,0.002579,1.011e+00,0.8568,0.6695, 42.44, 32.65, 2.109, 1.614,0.003589,0.002816
3826,6.488e-06,4.866e+00,0.7711,0.6170, 41.65, 31.95, 1.833, 1.380,0.00317,0.002514,1.011e+00,0.8487,0.6654, 42.41, 32.63, 2.328, 1.761,0.003871,0.003021
3827,6.478e-06,4.866e+00,0.7325,0.5921, 41.64, 31.94, 1.951, 1.452,0.00326,0.002572,1.012e+00,0.7726,0.6486, 42.46, 32.65, 1.738, 1.362,0.003793,0.002948
3828,6.467e-06,4.862e+00,0.6985,0.5612, 41.65, 31.94, 1.740, 1.324,0.00339,0.002700,1.011e+00,0.7749,0.6585, 42.44, 32.63, 1.844, 1.430,0.003840,0.003024
